NCM;DESCRICAO
5601.22.91;Cilindros para filtros de cigarros
5601.22.99;Outros
5601.29.00;-- Outros
5601.30;- Tontisses, n s e bolotas (borbotos*) de mat rias t xteis
5601.30.10;De aramidas
5601.30.90;Outros
56.02;Feltros, mesmo impregnados, revestidos, recobertos ou estratificados.
5602.10.00;- Feltros agulhados e artigos obtidos por costura por entrela amento (cousus-tricot s)
5602.2;- Outros feltros, n o impregnados, nem revestidos, nem recobertos, nem estratificados:
5602.21.00;-- De l  ou de pelos finos
5602.29.00;-- De outras mat rias t xteis
5602.90.00;- Outros
56.03;Falsos tecidos (tecidos n o tecidos), mesmo impregnados, revestidos, recobertos ou estratificados.
5603.1;- De filamentos sint ticos ou artificiais:
5603.11;-- De peso n o superior a 25 g/m2
5603.11.10;De aramidas
5603.11.20;De poli ster
5603.11.30;De polipropileno
5603.11.40;De raiom viscose
5603.11.90;Outros
5603.12;-- De peso superior a 25 g/m2, mas n o superior a 70 g/m2
5603.12.10;De polietileno de alta densidade
5603.12.20;De aramidas
5603.12.30;De poli ster
5603.12.40;De polipropileno
5603.12.50;De raiom viscose
5603.12.90;Outros
5603.13;-- De peso superior a 70 g/m2, mas n o superior a 150 g/m2
5603.13.10;De polietileno de alta densidade
5603.13.20;De aramidas
5603.13.30;De poli ster
5603.13.40;De polipropileno
5603.13.50;De raiom viscose
5603.13.90;Outros
5603.14;-- De peso superior a 150 g/m2
5603.14.10;De aramidas
5603.14.20;De poli ster
5603.14.30;De polipropileno
5603.14.40;De raiom viscose
5603.14.90;Outros
5603.9;- Outros:
5603.91;-- De peso n o superior a 25 g/m2
5603.91.10;De poli ster
5603.91.20;De polipropileno
5603.91.30;De raiom viscose
5603.91.90;Outros
5603.92;-- De peso superior a 25 g/m2, mas n o superior a 70 g/m2
5603.92.10;De polietileno de alta densidade
5603.92.20;De poli ster
5603.92.30;De polipropileno
5603.92.40;De raiom viscose
5603.92.90;Outros
5603.93;-- De peso superior a 70 g/m2, mas n o superior a 150 g/m2
5603.93.10;De polietileno de alta densidade
5603.93.20;De poli ster
5603.93.30;De polipropileno
5603.93.40;De raiom viscose
5603.93.90;Outros
5603.94;-- De peso superior a 150 g/m2
5603.94.10;De poli ster
5603.94.20;De polipropileno
5603.94.30;De raiom viscose
5603.94.90;Outros
56.04;"Fios e cordas, de borracha, recobertos de t xteis; fios t xteis, l minas e formas semelhantes das posi  es 54.04 ou 54.05, impregnados, revestidos, recobertos ou embainhados de borracha ou de pl stico."
5604.10.00;- Fios e cordas, de borracha, recobertos de t xteis
5604.90;- Outros
5604.90.10;Imita  es de categute constitu das por fios de seda
5604.90.2;Fios de alta tenacidade, de poli steres, n ilon ou de outras poliamidas, ou de raiom viscose, impregnados ou revestidos
5604.90.21;Com borracha
5604.90.22;Com pl stico
5604.90.90;Outros
5605.00;Fios met licos e fios metalizados, mesmo revestidos por enrolamento, constitu dos por fios t xteis, l minas ou formas semelhantes das posi  es 54.04 ou 54.05, combinados com metal sob a forma de fios, de l minas ou de p s, ou recobertos de metal.
5605.00.10;Com metais preciosos
5605.00.20;Revestidos por enrolamento, exceto com metais preciosos
5605.00.90;Outros
5606.00.00;"Fios revestidos por enrolamento, l minas e formas semelhantes das posi  es 54.04 ou 54.05, revestidas por enrolamento, exceto os da posi  o 56.05 e os fios de crina revestidos por enrolamento; fios de froco (chenille); fios denominados ""de cadeia"" (cha nette)."
56.07;Cord is, cordas e cabos, entran ados ou n o, mesmo impregnados, revestidos, recobertos ou embainhados de borracha ou de pl stico.
5607.2;- De sisal ou de outras fibras t xteis do g nero Agave:
5607.21.00;-- Cord is para atadeiras ou enfardadeiras
5607.29.00;-- Outros
5607.4;- De polietileno ou de polipropileno:
5607.41.00;-- Cord is para atadeiras ou enfardadeiras
5607.49.00;-- Outros
5607.50;- De outras fibras sint ticas
5607.50.1;De poliamidas
5607.50.11;De n ilon
5607.50.19;Outros
5607.50.90;Outros
5607.90;- Outros
5607.90.10;De algod o
5607.90.20;De juta, inferior ao n mero m trico 0,75 por fio simples
5607.90.90;Outros
56.08;"Redes de malhas com n s, em panos ou em pe a, obtidas a partir de cord is, cordas ou cabos; redes confeccionadas para a pesca e outras redes confeccionadas, de mat rias t xteis."
5608.1;- De mat rias t xteis sint ticas ou artificiais:
5608.11.00;-- Redes confeccionadas para a pesca
5608.19.00;-- Outras
5608.90.00;- Outras
5609.00;Artigos de fios, l minas ou formas semelhantes das posi  es 54.04 ou 54.05, cord is, cordas ou cabos, n o especificados nem compreendidos noutras posi  es.
5609.00.10;De algod o
5609.00.90;Outros
57;Tapetes e outros revestimentos para pisos (pavimentos), de mat rias t xteis.
57.01;Tapetes de mat rias t xteis, de pontos nodados ou enrolados, mesmo confeccionados.
5701.10;- De l  ou de pelos finos
5701.10.1;De l 
5701.10.11;Feitos   m o
5701.10.12;Feitos a m quina
5701.10.20;De pelos finos
5701.90.00;- De outras mat rias t xteis
57.02;Tapetes e outros revestimentos para pisos (pavimentos), de mat rias t xteis, tecidos, n o tufados nem flocados, mesmo confeccionados, incluindo os tapetes denominados Kelim ou Kilim, Schumacks ou Soumak, Karamanie e tapetes semelhantes tecidos   m o.
5702.10.00;- Tapetes denominados Kelim ou Kilim, Schumacks ou Soumak, Karamanie e tapetes semelhantes tecidos   m o
5702.20.00;- Revestimentos para pisos (pavimentos), de cairo (fibra de coco)
5702.3;- Outros, aveludados, n o confeccionados:
5702.31.00;-- De l  ou de pelos finos
5702.32.00;-- De mat rias t xteis sint ticas ou artificiais
5702.39.00;-- De outras mat rias t xteis
5702.4;- Outros, aveludados, confeccionados:
5702.41.00;-- De l  ou de pelos finos
5702.42.00;-- De mat rias t xteis sint ticas ou artificiais
5702.49.00;-- De outras mat rias t xteis
5702.50;- Outros, n o aveludados, n o confeccionados
5702.50.10;De l  ou de pelos finos
5702.50.20;De mat rias t xteis sint ticas ou artificiais
5702.50.90;Outros
5702.9;- Outros, n o aveludados, confeccionados:
5702.91.00;-- De l  ou de pelos finos
5702.92.00;-- De mat rias t xteis sint ticas ou artificiais
5702.99.00;-- De outras mat rias t xteis
57.03;Tapetes e outros revestimentos para pisos (pavimentos), de mat rias t xteis (incluindo a grama (relva)), tufados, mesmo confeccionados.
5703.10.00;- De l  ou de pelos finos
5703.2;- De n ilon ou de outras poliamidas:
5703.21.00;-- Grama (relva)
5703.29.00;-- Outros
5703.3;- De outras mat rias t xteis sint ticas ou de mat rias t xteis artificiais:
5703.31.00;-- Grama (relva)
5703.39.00;-- Outros
5703.90.00;- De outras mat rias t xteis
57.04;Tapetes e outros revestimentos para pisos (pavimentos), de feltro, exceto os tufados e os flocados, mesmo confeccionados.
5704.10.00;"- ""Ladrilhos"" de  rea da superf cie n o superior a 0,3 m2"
5704.20.00;"- ""Ladrilhos"" de  rea da superf cie superior a 0,3 m2, mas n o superior a 1 m2"
5704.90.00;- Outros
5705.00.00;Outros tapetes e revestimentos para pisos (pavimentos), de mat rias t xteis, mesmo confeccionados.
58;"Tecidos especiais; tecidos tufados; rendas; tape arias; passamanarias; bordados."
58.01;Veludos e pel cias tecidos e tecidos de froco (chenille), exceto os artigos das posi  es 58.02 ou 58.06.
5801.10.00;- De l  ou de pelos finos
5801.2;- De algod o:
5801.21.00;-- Veludos e pel cias obtidos por trama, n o cortados
5801.22.00;-- Veludos e pel cias obtidos por trama, cortados, canelados (c tel s)
5801.23.00;-- Outros veludos e pel cias obtidos por trama
5801.26.00;-- Tecidos de froco (chenille)
5801.27.00;-- Veludos e pel cias obtidos por urdidura
5801.3;- De fibras sint ticas ou artificiais:
5801.31.00;-- Veludos e pel cias obtidos por trama, n o cortados
5801.32.00;-- Veludos e pel cias obtidos por trama, cortados, canelados (c tel s)
5801.33.00;-- Outros veludos e pel cias obtidos por trama
5801.36.00;-- Tecidos de froco (chenille)
5801.37.00;-- Veludos e pel cias obtidos por urdidura
5801.90.00;- De outras mat rias t xteis
58.02;"Tecidos atoalhados (turcos), exceto os artigos da posi  o 58.06; tecidos tufados, exceto os artigos da posi  o 57.03."
5802.10.00;- Tecidos atoalhados (turcos), de algod o
5802.20.00;- Tecidos atoalhados (turcos), de outras mat rias t xteis
5802.30.00;- Tecidos tufados
5803.00;Tecidos em ponto de gaze, exceto os artigos da posi  o 58.06.
5803.00.10;De algod o
5803.00.90;Outros
58.04;"Tules, fil  e tecidos de malhas com n s; rendas em pe a, em tiras ou em motivos, para aplicar, exceto os produtos das posi  es 60.02 a 60.06."
5804.10;- Tules, fil  e tecidos de malhas com n s
5804.10.10;De algod o
5804.10.90;Outros
5804.2;- Rendas de fabrica  o mec nica:
5804.21.00;-- De fibras sint ticas ou artificiais
5804.29;-- De outras mat rias t xteis
5804.29.10;De algod o
5804.29.90;Outras
5804.30;- Rendas de fabrica  o manual
5804.30.10;De algod o
5804.30.90;Outras
5805.00;Tape arias tecidas   m o (g nero gobelino, flandres, aubusson, beauvais e semelhantes) e tape arias feitas   agulha (por exemplo, em petit point, ponto de cruz), mesmo confeccionadas.
5805.00.10;De algod o
5805.00.20;De fibras sint ticas ou artificiais
5805.00.90;De outras mat rias t xteis
58.06;"Fitas, exceto os artigos da posi  o 58.07; fitas sem trama, de fios ou fibras paralelizados e colados (bolducs)."
5806.10.00;- Fitas de veludo, de pel cias, de tecidos de froco (chenille) ou de tecidos atoalhados (turcos)
5806.20.00;- Outras fitas que contenham, em peso, 5 % ou mais de fios de elast meros ou de fios de borracha
5806.3;- Outras fitas:
5806.31.00;-- De algod o
5806.32.00;-- De fibras sint ticas ou artificiais
5806.39.00;-- De outras mat rias t xteis
5806.40.00;- Fitas sem trama, de fios ou fibras paralelizados e colados (bolducs)
58.07;Etiquetas, emblemas e artigos semelhantes de mat rias t xteis, em pe a, em fitas ou recortados em forma pr pria, n o bordados.
5807.10.00;- Tecidos
5807.90.00;- Outros
58.08;"Tran as em pe a; artigos de passamanaria e artigos ornamentais an logos, em pe a, n o bordados, exceto de malha; borlas, pompons e artigos semelhantes."
5808.10.00;- Tran as em pe a
5808.90.00;- Outros
5809.00.00;Tecidos de fios de metal e tecidos de fios met licos ou de fios t xteis metalizados da posi  o 56.05, do tipo utilizado em vestu rio, para guarni  o de interiores ou usos semelhantes, n o especificados nem compreendidos noutras posi  es.
58.10;Bordados em pe a, em tiras ou em motivos.
5810.10.00;- Bordados qu micos ou a reos e bordados com fundo recortado
5810.9;- Outros bordados:
5810.91.00;-- De algod o
5810.92.00;-- De fibras sint ticas ou artificiais
5810.99.00;-- De outras mat rias t xteis
5811.00.00;Artigos t xteis acolchoados em pe a, constitu dos por uma ou mais camadas de mat rias t xteis associadas a uma mat ria de enchimento ou estofamento, acolchoados por qualquer processo, exceto os bordados da posi  o 58.10.
59;"Tecidos impregnados, revestidos, recobertos ou estratificados; artigos para usos t cnicos de mat rias t xteis."
59.01;"Tecidos revestidos de cola ou de mat rias amil ceas, do tipo utilizado na encaderna  o, cartonagem ou usos semelhantes; telas para decalque e telas transparentes para desenho; telas preparadas para pintura; entretelas e tecidos r gidos semelhantes, do tipo utilizado em chap us e artigos de uso semelhante."
5901.10.00;- Tecidos revestidos de cola ou de mat rias amil ceas, do tipo utilizado na encaderna  o, cartonagem ou usos semelhantes
5901.90.00;- Outros
59.02;Telas para pneum ticos fabricadas com fios de alta tenacidade de n ilon ou de outras poliamidas, de poli steres ou de raiom viscose.
5902.10;- De n ilon ou de outras poliamidas
5902.10.10;Impregnadas, recobertas ou revestidas com borracha
5902.10.90;Outras
5902.20.00;- De poli steres
5902.90.00;- Outras
59.03;Tecidos impregnados, revestidos, recobertos ou estratificados, com pl stico, exceto os da posi  o 59.02.
5903.10.00;- Com poli(cloreto de vinila)
5903.20.00;- Com poliuretano
5903.90;- Outros
5903.90.10;De fios de poli ster, impregnados com uma ou mais resinas sint ticas, percept veis ou n o   vista desarmada, e recobertos com uma ou mais resinas sint ticas percept veis   vista desarmada numa de suas faces, do tipo utilizado como suporte para fabrica  o de abrasivos (lixas), em rolos
5903.90.90;Outros
59.04;"Lin leos, mesmo recortados; revestimentos para pisos (pavimentos) constitu dos por um revestimento ou recobrimento aplicado sobre suporte t xtil, mesmo recortados."
5904.10.00;- Lin leos
5904.90.00;- Outros
5905.00.00;Revestimentos para paredes, de mat rias t xteis.
59.06;Tecidos com borracha, exceto os da posi  o 59.02.
5906.10.00;- Fitas adesivas de largura n o superior a 20 cm
5906.9;- Outros:
5906.91.00;-- De malha
5906.99.00;-- Outros
5907.00.00;"Outros tecidos impregnados, revestidos ou recobertos; telas pintadas para cen rios teatrais, para fundos de est dio ou para usos semelhantes."
5908.00.00;"Mechas de mat rias t xteis, tecidas, entran adas ou tricotadas, para candeeiros, fogareiros, isqueiros, velas e semelhantes; camisas de incandesc ncia e tecidos tubulares tricotados para a sua fabrica  o, mesmo impregnados."
5909.00.00;Mangueiras e tubos semelhantes, de mat rias t xteis, mesmo com refor o ou acess rios de outras mat rias.
5910.00.00;Correias transportadoras ou de transmiss o, de mat rias t xteis, mesmo impregnadas, revestidas ou recobertas, de pl stico, ou estratificadas com pl stico ou refor adas com metal ou com outras mat rias.
59.11;Produtos e artigos, de mat rias t xteis, para usos t cnicos, indicados na Nota 8 do presente Cap tulo.
5911.10.00;- Tecidos, feltros e tecidos forrados de feltro, combinados com uma ou mais camadas de borracha, couro ou de outras mat rias, do tipo utilizado na fabrica  o de guarni  es de cardas, e produtos an logos para outros usos t cnicos, incluindo as fitas de veludo, impregnadas de borracha, para recobrimento de cilindros de teares
5911.20;- Gazes e telas para peneirar, mesmo confeccionadas
5911.20.10;De mat ria t xtil sint tica ou artificial, em pe a
5911.20.90;Outras
5911.3;- Tecidos e feltros, sem fim ou com dispositivos de uni o, do tipo utilizado nas m quinas para fabrica  o de papel ou m quinas semelhantes (por exemplo, para pasta ou fibrocimento):
5911.31.00;-- De peso inferior a 650 g/m2
5911.32.00;-- De peso igual ou superior a 650 g/m2
5911.40.00;- Tecidos filtrantes e tecidos espessos, do tipo utilizado em prensas de  leo ou outros usos t cnicos an logos, incluindo os de cabelo
5911.90.00;- Outros
60;Tecidos de malha.
60.01;"Veludos e pel cias (incluindo os tecidos denominados de ""felpa longa"" ou ""pelo comprido"") e tecidos de an is, de malha."
6001.10;"- Tecidos denominados de ""felpa longa"" ou ""pelo comprido"""
6001.10.10;De algod o
6001.10.20;De fibras sint ticas ou artificiais
6001.10.90;De outras mat rias t xteis
6001.2;- Tecidos de an is:
6001.21.00;-- De algod o
6001.22.00;-- De fibras sint ticas ou artificiais
6001.29.00;-- De outras mat rias t xteis
6001.9;- Outros:
6001.91.00;-- De algod o
6001.92.00;-- De fibras sint ticas ou artificiais
6001.99.00;-- De outras mat rias t xteis
60.02;Tecidos de malha de largura n o superior a 30 cm, que contenham, em peso, 5 % ou mais de fios de elast meros ou de fios de borracha, exceto os da posi  o 60.01.
6002.40;- Que contenham, em peso, 5 % ou mais de fios de elast meros, mas que n o contenham fios de borracha
6002.40.10;De algod o
6002.40.20;De fibras sint ticas ou artificiais
6002.40.90;De outras mat rias t xteis
6002.90;- Outros
6002.90.10;De algod o
6002.90.20;De fibras sint ticas ou artificiais
6002.90.90;De outras mat rias t xteis
60.03;Tecidos de malha de largura n o superior a 30 cm, exceto os das posi  es 60.01 e 60.02.
6003.10.00;- De l  ou de pelos finos
6003.20.00;- De algod o
6003.30.00;- De fibras sint ticas
6003.40.00;- De fibras artificiais
6003.90.00;- Outros
60.04;Tecidos de malha de largura superior a 30 cm, que contenham, em peso, 5 % ou mais de fios de elast meros ou de fios de borracha, exceto os da posi  o 60.01.
6004.10;- Que contenham, em peso, 5 % ou mais de fios de elast meros, mas que n o contenham fios de borracha
6004.10.1;De algod o
6004.10.11;Crus ou branqueados
6004.10.12;Tintos
6004.10.13;De fios de diversas cores
6004.10.14;Estampados
6004.10.3;De fibras sint ticas
6004.10.31;Crus ou branqueados
6004.10.32;Tintos
6004.10.33;De fios de diversas cores
6004.10.34;Estampados
6004.10.4;De fibras artificiais
6004.10.41;Crus ou branqueados
6004.10.42;Tintos
6004.10.43;De fios de diversas cores
